Program,Major,Title,Year,Abstract Keywords,Adviser
BSIT,N/A,DEVELOPMENT OF ONLINE READING AND STORY TELLING FOR THE LISTENING AND READING COMPREHENSION OF THE INTERMEDIATE STUDENTS,2010,"The concepts and ideas for StoryLand were formulated after conducting a survey to three private elementary schools namely: Crest Christian School, St. Joseph School and Santa Isabel Adventist Elementary School. StoryLand is concerned on how to improve the reading and listening comprehension of intermediate students. Its main objective is to develop Online Reading and Story Telling for the Listening and Reading Comprehension of the Intermediate Students. StoryLand has two interfaces, one for the administrator and another for the users. The users are provided with three categories for story. These categories are short story, fable and bible story. After reading each story, a comprehension test will be given to the student. The type of test is multiple choice. The main feature of StoryLand is that it allows the intermediate students to either read or listen to a story. StoryLand was tested and evaluated by conducting an evaluation of different users. This users are composed of 32 intermediate students and 5 IT experts. The evaluation result showed that the developed research project was proven to be functional and reliable. Based on the evaluation conducted from 32 intermediate students and 5 IT experts, StoryLand achieved the rating of Very Good.","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,LSPU-SPCC ROTC ATTENDANCE AND GRADE MONITORING SYSTEM,2010,"In the field of military, time is very important as well as keeping records. That is why they have started automating the system of recording, documenting and transactions to make the communication as fast and efficient as possible and give services as efficient as they can. To have quality work and give best services, time and working hours are very important because this is where the management will measure how efficient and effective an employee in his work if the hours or time spent is worth compensated. In any field of work, time and number of days of working are as important as the qualifications of the worker. That is why until now; the ROTC unit of Laguna State Polytechnic University of San Pablo still uses the traditional way tracking and keeping records of the students as well as the staff of the unit that often leads to poor and inefficient services to the students and teachers as well. It is for this reason why problems arise when students ask for their records and grades during class card giving and graduation. Since one of the researchers is an officer of the ROTC unit of San Pablo City Campus, the possible solution to the existing problem is done through the development of system that will monitor the grade, performance and attendance of the students during classes and outside activities. The developers used the MySQL Server, Visual Basic 6.0 in coding the system, and Adobe Photoshop Elements in designing the layout and interface of the system. The system was evaluated by five (5) IT experts, five (5) from the ROTC Officers and Ten (10) from the LSPU Students. The system got an Excellent rating which indicates that the system passed to four criteria, the functionality, content, reliability and availability.","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,OVERSEER: STI REGION IV-A ACCOMPLISHMENT REPORT,2010,"Nowadays, almost all aspects of businesses are engaging into IT. Many businesses make websites to promote their business and not to mention doing the actual business over the internet. Government agencies, also, publish websites to promote their office. But above all, government agencies still improve their services to their people with information systems. One of those agencies is Department of Trade and Industry. The main objective of the study is to develop an online accomplishment reporting system for the DTI Region IV-A main office and its satellite offices. The developers used the descriptive research in gathering all the necessary information to the study. The developers used the prototyping model approach as their research method. Overseer: DTI Region IV-A Accomplishment Report offers services such as channel reporting and chat system. The system is capable of making, sending and immediately summarize reports. DTI Regional Office is the only one who can access the system. The developers used the Multimedia Fusion in coding the system; Crystal Reports for report management; Wippien for the remote connection between the satellite offices and the regional office. The system was evaluated by five (5) IT experts, five (5) DTI Region IV-A Staff. The system got an Excellent rating which indicates that the system passed to five criteria, the functionality, content, reliability, availability and maintainability.","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,THE DALUBHASAN NG LUNGSOD SAN PABLO STUDENT INFORMATION SYSTEM,2009,"Nowadays, every business entity should have a student information system for more organized record keeping/filing of information in a systematized manner. Especially those school like Dalubhasaan Ng Lungsod Ng San Pablo that is increasing the population of the student yearly. The main objective of the study is to develop a computer-based system of keeping/filing student records that will add new student information, updated the record, view, search, save and edit record of the students. And the output is the print out Student Transcript of Records (T.O.R) and a Master list Copy of the students enrolled. The researchers used the Traditional Modified Waterfall Model approach as their research method. The researchers also used the Likert scale Method to get the weighted mean for their evaluation criteria. The programming language used is Visual basic and MySQL in coding the system. The system was evaluated by five (5) It expert, five (5) faculty of DLSP, and five (5) students of DLSP within the range of Acceptable which indicates that the system passed to five criteria, the functionality, content, reliability, availability, and maintainability. The system lessened the time of releasing the student transcript of records, speed up the processing or updating the records of the student. It also effectively prints out Transcript of Records (TOR) and master list of the students. The developer recommends creating a feature that could allow or upload picture of the students. Design the system that can make the system presentable and user-friendly. And to develop a feature that will also allow the High School students of DLSP to have also a system for their information.",MA. CONCEPCION R. REPALAM
BSIT,N/A,CARD (CENTER FOR AGRICULTURE AND RURAL DEVELOPMENT) MRI (MUTUALLY REINFORCING INSTITUTION) DEVELOPMENT INSTITUTE (CMDI) ONLINE RESERVATION AND BILLING SYSTEM,2009,"CMDI processes their reservation through simple telephone communication and their billing statement through manual computation then inputting it in MS Excel. With these, several problems occur in CMDI and their client. Slow process of reservation and billing are experienced by both parties, and also there's a possibility of producing incorrect billing statement in terms of computation. In line with these problems, the researchers developed a system entitled ""CMDI Online Reservation and Billing System"". This project was conducted to provide the CMDI's client a comfortable way of availing training reservation, to speed up the trainees billing process, and at the same time, to produce accurate bills in terms of computation that is done by the CMDI. The method of research was used with the review of related studies, analyzing the existing system, and an interview as the most important instrument utilized to gather the needed data. Respondents from different categories evaluated the system. All the evaluators-the management, IT Experts, and the users or clients who avail reservation in any way rated the system and got the overall evaluation of Very Acceptable. The researchers therefore conclude that the developed system is efficient and accurate in managing the bills and transaction made by the trainees, but recommended that it must accept an online payment for the bills of trainees, provide updated conversion of dollar to peso, and produce an output of annual billing report.",MA. CONCEPCION R. REPALAM
BSIT,N/A,E-GUIDE: LABOR CODE OF THE PHILIPPINES ,2012,"The Labor Code of the Philippines is a law that governs employment practices and labor relations in the Philippines. Knowledge regarding the subject can help the workers, employers and labor organizations know their rights and responsibilities. With these reasons, the researchers developed a website that will provide information access on the Labor Code and labor laws. The system entitled E-Guide: Labor Code of the Philippines is concerned with the development of a website that is intended to be an online guide for the workers, employers and labor organizations. The main objective of the study is to develop a system that will give its intended users the information they need to know about Labor Code and laws including labor cases. The features of the website are search function, providing current amendments about Labor Code, forum, file download, frequently asked questions and comment. The system is designed with a user-friendly graphical interface. E-Guide: Labor Code of the Philippines is tested by conducting evaluation to its users. It was evaluated by five (6) IT experts (web developers, network administrators, senior programmers and IT instructors) and twenty-five (24) Non- IT experts (user of the system such as workers, employers, labor organization and labor law practitioners). The evaluation results showed that the research project developed is functional and reliable. The system achieved the acceptance of the evaluators and rated as Very Acceptable which indicates that the system passed the five (5) criteria for evaluation namely: functionality, content, reliability, availability and maintainability.",CATHERINE A. CASTILLO
BSIT,N/A,LITTLE PAL,2012,"Little Pal is one example of an educational computer game, where students from primary level specially Grade III students, will further enhance their knowledge about animals. It is designed to entertained and at the same time educate them. The learning process in this system is categorized into 10 mini games. These provide students to have an alternative tool for learning in different ways. The activities in the said mini games will enable students to test their skills and abilities. Teachers and parents will also have of great help from these Little Pal games. Moreover, these deepen children's understanding of animal's characteristics and their nature. It is hoped that children will achieve increased knowledge about animals. As children more knowledgeable and articulate they will be able to cope with their understanding problems about animals and their nature. Learn about animals well and become a Little Pal for them. The Overall mean is 4.82 that fall within the category of Highly Acceptable that was evaluated by five (5) IT Experts and five (5) Grade III Teachers. The developers conducted two evaluation; Preliminary evaluation and Final Evaluation with the same number of persons; five (5) IT Experts, five (5) Grade III Teachers and thirty (30) Grade III students from public and private schools. Based on the result of the evaluating the developers concluded that Little Pal meets its Objectives and accepted by the user especially the target user.",NEIRRO C. ILAGAN
BSIT,N/A,3D ANIMATION OF FLORANTE AT LAURA ,2012,"The concept and ideas of 3D Animation of Florante at Laura came from the idea of the developers to find an additional teaching aid in Filipino subject using excerpts from a 3D Animation. We all know that Francisco Balagtas' and other Filipino masterpieces were part of the curriculum of all high schools. 3D Animation of Florante at Laura concerned to make students relate and understand the story using a text base and 3D Animation Excerpts, they will have fun of it while learning. This is also for all Filipinos, we should also be proud to our Literature made by our ancestors. This is in video format that everyone could watch, this will show different excerpts from the story. It still uses some text base part, we should not forget to read specially those words of wisdom from Baltazar's masterpiece because it is important and fun to read. 3D Animation of Florante at Laura was evaluated by conducting an evaluation on different users. These users are composed of twenty (20) sophomore students (high school), five (5) IT Experts, five (5) Filipino Teachers and five (5) Non-IT persons (parents). The evaluation results showed that the development research project was proven to be effective it reflects on the evaluation conducted from different users, the system achieved the rating of 4.37 in terms of animation which is interpreted as Very Good and 4.43 in terms of content which is also Very Good and the overall mean of the system is 4.40 which is interpreted as Very Good.",NEIRRO C. ILAGAN
BSIT,N/A,ROYAL PALM PARADISE RESORT AND SPA OFFICIAL WEBSITE,2012,"Being a newly developed commercial resort, Royal Palm Paradise Resort and Spa has to make reliable ways in promoting their services and facilities. With this reason, the researchers developed a system that provides information about the resort. The system entitled ""Royal Palm Paradise Resort & Spa Official Website is concerned with the development of a website that is intended to be an online access to information about Royal Palm Paradise Resort & Spa and the services and facilities it offers. The main features of the website are on-line reservation in rooms and function hall, upon reservation a notification will be sent to the customer's inbox. The system is designed with a user-friendly graphical interface. The system also generates a monthly reservation report of their customers who made reservation through the website. By then, it will be beneficial to the management because they can easily save and retrieve their records. Royal Palm Paradise Resort & Spa Official Website is tested by conducting evaluation to its users. It was evaluated by five (5) IT experts and thirty five (35) Non-IT experts. The evaluation results showed that the research project developed is functional and reliable. The system achieved the acceptance of the evaluators and rated as Very Acceptable which indicates that the system passed the five (5) criteria for evaluation namely: functionality, content, reliability, availability and maintainability.",NEIRRO C. ILAGAN
BSIT,N/A,ST. JUDE FAMILY HOSPITAL (OUT-PATIENT DEPARTMENT) COMPUTERIZED REGISTRATION AND ACCOUNTING SYSTEM,2012,"Information System (IS) is absolutely changing in different aspects not only in the Philippines but also even worldwide. This is all because of the occurrence of the newly advanced and improved technologies most especially a machine called ""computer"". This helps people a lot in doing a lot of things. Today, IS is applied even in the hospital to have a better care for the patients, for an easy registration and transaction of bills and for storing those medical records of the patients themselves. But, some of the hospital is still lack of information or knowledge on how to improve their system used in their everyday activities. There are still establishments especially hospital that are using a manual registry of records. Through the use of our proposed system entitled ""St. Jude Family Hospital Out-Patient Department Computerized Registration and Accounting System"", it will be now easier not only for the staff of the said department to register new patients or to find the record of the patient himself, but also for the out-patients for an easy registration upon admission in the hospital and for the transaction of their bills.The system includes databases for storing those medical records of the patients. It is a user-friendly system so it is easy for the staff or the administrator of the department to use. The developer of the system guaranteed that it will be a lot easier for the hospital to record and transact bills for the out-patients using this Computerized Registration and Accounting Systern. And after presenting our system to our client and to other IT and non-IT experts, having a total of 36 respondents, they are much satisfied for what they have seen and rated our system with a scale of 4.34 or ""Very Acceptable"" using the numerical scale for evaluation.",NEIRRO C. ILAGAN
BSIT,N/A,COMPUTERIZED QUIZ ADMINISTRATOR,2006,"The traditional methods of conducting quizzes namely; by dictation of questions, conducting quizzes by writing questions on the board and conducting quizzes by using questionnaires causes inconveniencies both on the part of the teachers and students. These inconveniences are the following: • Students misunderstood the dictated questions because some teacher speaks fast and has low volume of voice. • Students cannot focus on answering difficult questions and review previous answers when taking quiz by dictation of questions. • Errors caused by manual checking of papers and counting of scores. • Scores are usually not announced right after the quiz. In line with this problem the researchers develop the Computerized Quiz Administrator. The system's main objective is to lessen the inconveniencies brought by traditional methods. The Computerized Quiz Administrator will allow the teachers to enter sets of questions to be administered as well. Before taking the quizzes the students should type the subject and quiz number. The score of the student in every quiz can be viewed by the teacher and the student. Every grading period a report will be produced. This report contains the list of students with their total score and the total number of items given in that grading period.",NEIRRO C. ILAGAN
BSIT,N/A,THE LSPC-SPCC VERIFICATION SYSTEM USING SLOT BARCODE SCANNER,2005,"This study rooted with the need of the Laguna State Polytechnic College-San Pablo City Campus to enhance the present verification system of the individual such as students(regular), Graduate Studies student (Continuing Professional Education, Master of Arts in Education, Master of Arts in Teaching and Doctoral), Faculty Staff (Deans, Professors, Guest Faculty and Director) and Personnel (Administrative Officer, Supply Officer, Secretary, Cashier, Auditor, Bookkeeper, Nurse, Registrar, Librarian, Utility Worker and Driver) and visitors(alumni, parents of the student, students of the other school and student applicants and other person entering the school vicinity without authority). For years the Laguna State Polytechnic College - San Pablo City Campus is using the manual verification system and often times the strict observance of wearing ID is not implemented. The security guards are lax in security when it comes to ID system. Outsiders are allowed to roam around the campus anytime of the day. With the proposed system each individual entering the school campus shall be verified if they are authorized to enter the campus or the reason for entering the school is valid or acceptable, indicating whether they are students, graduate studies students, faculty, personnel and visitor. Every individual has to swipe the authenticated ID to generate the personal information of the student, personnel, faculty staff and graduate studies student such as ID Number, Name, Course and Section; ID Number, Name and Position; ID Number, Name, Department and Position; and Name, Major and ID number respectively., and for visitor the name of the person, person to visit and purpose. This study aims to provide the Laguna State Polytechnic College- San Pablo City Campus with an effective and systematic verification, wherein the data are stored in a database. This system will be under the supervision of the Management Information System Dept. to be handled by Information Technology personnel knowledgeable of the system flow.",MA. CONCEPCION R. REPALAM
BSIT,N/A,LAGUNA STATE POLYTECHNIC COLLEGE LIBRARY SYSTEM,2005,"The conduct of the study is an indispensable skill for any students. This undertaking integrates the total learning experience for students. A repository for literacy and artistic materials such as books, records, prints, etc. use for research is the library. With the help of the library custodian, the needed references can be known. All educational institutions are required to have a library whatever the capacity or size. Universities, colleges, high schools, elementary schools and even pre schools have their own libraries. Among the levels stated, universities have the most volume of references that is why some of the universities and colleges here in the Philippines integrated their system. Now, different systems have been introduced for integration due to the development of technology, and it can be said that these development has been successful in various levels. This has become the researchers' basis for implementing a computerized library system. The aim of this project is to aid the librarian in monitoring the number of accessible books and borrowers and to maintain a more organized recording of information. The system develop allows the librarian to monitor the available books, the borrowed books, and the status of the borrower if he or she is pending or not. The system also generates reports such as the total number of books, the total number of the borrowers, the borrowed books and the overdue books. It has a security menu that will prevent unauthorized user in operating the system.",NEIRRO C. ILAGAN
BSIT,N/A,STS FRANCIS AND PAUL GENERAL HOSPITAL ADMISSION AND RECORD SYSTEM,2005,"Sts. Francis and Paul General Hospital which is located in Brgy. San Francisco Farconville Subdivision, San Pablo City is using a manual process of admitting, storing and compiling their patient's data. In a hospital like Sts. Francis and Paul General Hospital needs accurate and complete information about all the transactions they handled. Moreover, compiling and retrieving vast of records of their previous and current patients regarding the services rendered to them. Admitting and record keeping of patient encountered many problems such as finding records of the patients that are needed immediately. Generally, these researches aid and improve the process of admitting patient and managing patient records. With this system, the personnel in Admitting Department would lessen the time of finding specific patient record needed or requested by the patient or hospital. It will improve the processes of storing patient information as well as securing their records. Also, this also aid the Admitting Department for fast generation of report requested by the patient.",RYAN LEE B. SINGSON
BSIT,N/A,CAS HYPERMARKET INVENTORY SYSTEM,2005,"In this changing world, nothing is more important to the welfare of the business, its employee, managers, customers than knowledgeable, effective management of its sales force. Technologies and men are refining and improving its techniques. The problem of each company is to select the techniques that will work best for them. Inventory control is concerned with keeping the stocks visible and how they are recorded through reports and hard copies. Administering inventories requires flow-up-to-date information about what is in storage and what is needed on the assembly line. The objective of the inventory system is to support and assist records and reports that an institution has. Inventory focuses on the availability of the products. Human error, incorrect inputs of data, not having reports were just some of the problems encountered during the manual process of inventory by CAS Hypermart. The CAS Hypermart Inventory System deals on how to reduced problems concerning inventory. It has password for the security of data regarding inventory. It can generate daily report. And it has user-interface for an authorized user to input data.",MA. CONCEPCION R. REPALAM
BSIT,N/A,LSPU-SPCC PAYROLL SYSTEM,2005,"Many institutions such as schools and other companies have already seen the significant effect of implementing information system as an effective tool in helping them run their business. One of this system is the payroll system, this system can manipulate data, generate reports in easier and faster way. The payroll system can minimize errors caused by redundant data entry on different forms. The Laguna State Polytechnic College San Pablo City Campus is still processing their payroll semi-automatically. So the cashier is exerting too much effort in computing the wages of the instructor, professors, teachers and other employee. The inefficiency, and inaccuracy of preparing payroll report semi-automatically has served the researchers as the basis to develop a payroll system for Laguna State Polytechnic College San Pablo City Campus. It is created to replace the manual preparation of the payroll system, the process become easier, faster and accurate, which will lighten the task of the cashier to finish the work. This system will compute the total number of hour's worked, gross pay, deductions and net salary of every employee. The aim of this study is to give the Laguna State Polytechnic College-San Pablo City Campus a new and effective tool in the preparation of the payroll report.",NEIRRO C. ILAGAN
BSIT,N/A,LSPU-SPCC BILLING SYSTEM,2005,"This research study entitled ""Billing System"" (BS) is intended for the use of accounting staff and students especially during the enrollment period regarding the Student Account Information (SAI). The research is designed to ensure a standardized process in the flow of enrollment system and to facilitate and hasten the checking of the unpaid balance of fees of the students. The proposed BS is the revolutionary technology using ""Information Technology"" and will give an easy to follow procedure to guide students and administration accounting staff. The problems encountered by the accounting staff in the manual operations of determining students accounts would be lessened if not eliminated, data safeguarded, thus students and administration would co-exist harmoniously during the enrolment period. All transactions using the new BS would be fully accounted data we stored, checked and would result to the efficiency of the system. This research study is a result of careful review and examination conducted by the research team and takes into account the present flow of activities of encoding student data into the administration's logs of so many ledgers of information. The data gathered would be transformed and coded accordingly into a computerized information system from day one (1) of the student in the school until the student completed the study/course taken in the school. All payments and transaction are fully accounted per student. The study focused on the data gathered during the observations, surveys and interviews, which were consolidated and converted, into meaningful and healthy computer software. This software would provide needed information to guide the accounting staff and students to facilitate the flow of the transactions of the student accounts during the enrolment period until he/she finally graduated. The use of proposed BS would provide a faster and more efficient reliable system compared to the manual operations currently being used by the administration that is described as very slow, time consuming and out-dated.",CATHERINE A. CASTILLO
BSIT,N/A,TIERRA DE ORO RESORT-HOTEL COMPUTERIZED BILLING SYSTEM,2005,"The current trend in business technology today was the use of computer and information system: thus, afford ease, hassle-free and efficiency during the process. Despite of technological development and advancement not all people adopt the technology; some are still using the manual system that in the long run causes unnecessary errors and delays upon processing. Thus, made the researchers to focus their study on the manual billing system of a certain company- the Tierra De Oro Resort-Hotel. The study was designed to develop a computerized billing system. It includes data-entry form on Transaction module, for the billing or computations for guest amount of charges in resort, hotel, function halls and reservations for any of the three. The Reports module for the report of all collected billing accounts from resort, hotel, function halls and reservations for daily and monthly only. A Maintenance module for the accommodations of rate's change for children, adult, cottage, room rate, and user accounts.",RYAN LEE B. SINGSON
BSCS,N/A,ENROLLMENT SYSTEM,2004,N/A,MA. CONCEPCION R. REPALAM
BSIT,N/A,THE DEVELOPMENT OF LSPU-SPCC COLLEGE OF INFORMATION TECHNOLOGY ELECTRONIC CLASS [E-CLASS],2008,"The system is primarily concerned with the development of LSPU-SPCC College of Information Technology Electronic Class (e-Class). Its main objective is to put the traditional classroom environment into an online classroom environment where the students and the instructors can interact with each other as if they are in a classroom environment. LSPU-SPCC College of Information Technology Electronic Class (e- Class) was tested by conducting an evaluation to different users (IT Student, Non-IT Students and IT Experts) The results of the evaluation showed that the system developed is functional, reliable and usable svstem. The system achieved an outstanding performance and rated as Very Good by the IT Students, Non-IT Students and IT Experts.",MA. CONCEPCION R. REPALAM
BSIT,N/A,THE DEVELOPMENT OF LAGUNA STATE POLYTECHNIC COLLEGE SAN PABLO CITY CAMPUS,2007,"The System is concerned with the development of Laguna State Polytechnic College San Pablo City Campus Dynamic Website. Its main objective is the development of dynamic website of Laguna State Polytechnic College San Pablo City Campus. Additional feature of the system is the downloadable forms of the registrar and the prospectus of each course, membership forms for the alumni and feedback. LSPC-SPCC Dynamic Website was tested by conducting an evaluation to different users (LSPC Students, Personnel, outside users and It Professionals). If the users want to gather information regarding the institution, they can easily view the school website to gather information needed. The result showed that the research project developed is functional, reliable and usable system. The system achieved an outstanding performance and rated as very good by the IT expert and non IT individuals.",RYAN LEE B. SINGSON
BSIT,N/A,THE DEVELOPMENT OF COMPUTERIZED QUIZ BEE PROVIDER,2007,"The traditional method of conducting Quiz bee program administered by means of: Dictation of questions, answering questions using writing tools, writing board and eraser that causes inconvenience on the part of the contestants, and manual computation of scores. In line with this problem the researchers developed a system entitled ""Development of Computerized Quiz Bee Provider"". The main objective was to develop a computerized quiz bee provider. The Computerized Quiz Bee Provider allows generating questions administered by the administrator. The contestants could directly answer the questions through the use of the computer and the scores was automatically computed by the develop system. It also produced report as print out. The report contains the name of the contestants, scores per round, total score, and ranking. Certifications could also be generated for the contestant's participation. The system was evaluated based on different categories of respondent. Both the tcachers / IT Expert ratcd the system as Excellent while both the contestants and audience rated the system as Excellent and got the overall evaluation of Excellent.",NEIRRO C. ILAGAN
BSIT,N/A,CERTIFICATION REGISTRATIONSYSTEM - LOCAL CIVIL REGISTER,2006,"Nowadays, citizens should provide copies of their official documents such as Birth, Marriage, and Death Certificates. And for we are now in what we call ""Computer age"", government agencies are trying to utilize the technologies to meet the demands of the public. Although, new technologies are in, not all government agencies and establishments are able to process their daily transactions using the new technologies. For these reason the researchers came up with an idea of developing a Computerized System for the Local Civil Registrar, San Pablo Office. The researchers conducted interviews with the LCR Officers to know the Office's daily transactions and present Status in Computerization Program of their Office. Interviews also aimed to know the problems the LCR Office experience in serving the needing public. A survey with the public was also done to know what's the stand of the public on the service rendered to them by the LCR Office. It was found out from the interview that the LCR Office is planning to utilize computers in processing requested certificates. From the survey done, the public said that the utilization of computer would improve the service rendered by the LCR Office, thus meeting their needs and demands. The researchers developed a system that enables the user to store LCR Records into the database and provides an easy way of retrieving records upon the request. Upon implementation of the system, four units of computer are used. One computer is used in encoding LCR Records to the database. One computer is used for processing Birth Certificates, one for Marriage Certificates, and the last one is for Death Certificates. The four units of computer are connected with each other using Star Topology Network with the principle of Client/Server.",RYAN LEE B. SINGSON
BSIT,N/A,NETWORK VOTING SYSTEM,2006,"Nowadays, the current trend that conquers our industry is the use of the powerful technology - that is the use of computer programs and information systems in the operations of different organization. Knowing that most of the institutions today adopts the new technology as well as fully implementing it, yet, there are still that are using the manual process when it comes to their operations that in the long run experiences problems. Thus, made the researchers focus on developing a Network Voting System for any school that conducts student council election. The researchers used the Waterfall Model approach as for their research method. The system runs in a Local Area Network (LAN) connection using the client/server setup. The system was designed using a computer program that will serve as the voting form for the students, thus, eliminating the cost of massive production of ballot forms. It can automatically tally each vote submitted by the students. The system can also generate reports of the registered voters, registered candidates, accomplished voters, and tallied votes. The system has a verification form that will be used for determining the identity of the voters as well as for determining if the voter is already done in voting.",MA. CONCEPCION R. REPALAM
BSIT,N/A,CAHI [COMPUTERIZED AIDED HTML INSTRUCTIONS FOR MSC HIGH SCHOOL STUDENTS],2006,"The Management Systems Consultant (MSC) implements the Traditional Classroom Instruction (TI) in student's learning particularly in the HTML subject. TCI is a way where teacher stands in front of the classroom and dispenses words of wisdoms. Manual giving of quiz is also in hand with the TCI. Since the HTML subject is a computer-related subject, it is better to have a computer-based form of instruction. CAHI primarily aims to provide a computer-based alternative to traditional learning. It has numerous advantages over the TCI because: (1) It is infinitely patient. (2) It increases individualization and appreciates the self-paced of learning. (3) It provides feedback through the embedded quiz in CAHI. During the data gathering, only the said institution is considered and underwent purposive sampling. Based on the researchers findings, TCI is widely used in teaching the HTML subject. Also, the MSC Institution expressed their wide acceptance upon the CAHI implementation.",MA. CONCEPCION R. REPALAM
BSIT,N/A,PINOY DAMA,2009,"In this generation, using of computers either desktop or laptop is very popular es- pecially to the students, workers, businessman etc. Playing computer games is where the Filipino youth now is fond of using because aside from it is interactive, it is also very entertaining. Dama's history is no longer remembered and the game dama is forgotten by the youth of today. The developers focused their study on youth form 8 to 29 years old, because of the fondness in playing computer games. The developers used the Waterfall approach as their research method. The development of the system is designed to continue and promote the dama's existence. It is a computer game that can be played by one or two players in a networking technol- ogy. The system runs in two computers connected to each other. In a single mode, the player can choose the ability level of their computer opponent from easy, moderate and difficult. It has cheat option in which the player can choose if they want to play with an ""undo"" and ""pass"" move option. In versus mode, it can be played by two players using two computers connected in the same network. The player can choose the game type either deretcha or Italiana. One will serve as a host and the other will join the game. There is also a chat box, wherein the players can chat with their opponent. Both game modes have the option of choosing board colors and piece. The system was evaluated by five (5) IT Experts and twenty (20) students within the range of Very Acceptable which indicates that the system passed to the five criteria the functionality, content, reliability, availability, and maintainability.",NEIRRO C. ILAGAN
BSIT,N/A,THE DEVELOPMENT OF ONLINE RESERVATION AND BILLING SYSTEM OF MARIA PAZ ROYAL GARDEN RESORT,2009,"The system is concerned with the development of Maria Paz Royale Garden Resort's Online Reservation and Billing System. Its main objective is the development of Online Reservation and Billing System of Maria Paz Royale Garden Resort that provides the customers a fast and easy access of the information and transactions in the resort. Additional feature of the system is making the customers to have an easy reservation through online and to have an idea regarding the bills they are going to pay. Online Reservation and Billing System of Maria Paz Royale Garden Resort was tested by conducting an evaluation to different users such as Maria Paz Royale Garden Resort Management, IT Experts and Customers. Customers who want to browse the site, check availability and have the billing Information of facilities and services that the resort offers will have 24/7 service in a more efficient and less time consuming service The result showed that the research project developed is functional, reliable and usable system. The system achieved an outstanding performance and rated as Very Acceptable by the IT expert and non IT individuals.",NEIRRO C. ILAGAN
BSIT,N/A,MATH GAMING AND PERFORMANCE MONITORING SYSTEM,2009,"The developers gave focus in education in order to regain our primacy in basic education and to secure our place in an increasingly interdependent competitive and knowledge-based world. There is no doubt that education is an investment with positive externalities to the student and to the community and to the country as a whole. In addition, it prepares the youth for their eventual entry into the human workforce and their potential contributions to economic prosperity and productivity. The researchers developed a Math Gaming and Performance Monitoring System with the integration of computer technology. The focus of their study is the third grade elementary students. It main objective is to develop a system that can aid the assessment in elementary schools through the exercises and tests it provides. The developers used the waterfall model approach as their research methods which is divided into six phase namely: system concept and requirement, architectural design, detailed design, coding and debugging, system testing and implementation. The system runs in a local area network in a star topology structure for the effectiveness and efficiency of the system. There are three types of users the administrator, teachers, and students. The administrator/teacher has the capability to add, edit, delete, and view individual or class the students' information. Moreover, the administrator/teacher is also capable of the activation, deactivation and viewing of the lessons, exercises and games in order to limit the students' access to it. They can also create, view and edit a particular test. The system provides an automatic graphs base on the students' grades on exercises and tests which they can also monitor the students' weaknesses and strength in a particular lessons and units. The administrator can assign a section for the teacher and can edit teachers accounts while the teacher can only edit his/her account. The system has a built-in search engine to ease the searching process of students' accounts. Math Gaming and Performance Monitoring System was evaluated by five administrators, five IT experts, and fifteen students. As an overall evaluation the system got a mean of 4.27 which fall under the category of Very Good.",NEIRRO C. ILAGAN
BSIT,N/A,COMPUTER AIDED ENGLISH PRONOUNCIATION SYSTEM FOR THE GRADE ONE PUPILS IN SELECTED SCHOOLS IN SAN PABLO CITY,2008,"Nowadays, the use of computers is widespread in different organization such as homes, businesses, offices and schools. In school, private and public have different ways of teaching the pupils in pronouncing English letters and words. The developers mainly focused their study on grade one pupils in selected schools of San Pablo City during the development of Computer Aided English Pronunciation System. The developers used the Waterfall Model approach as their research method. The system runs in Local Area Environment. It was designed using computer programs where the Administrator/Teachers are given the access to add, edit, delete and view pupils' record. The Administrator/ Teachers also given the access to add, edit, delete and activate the oral activities of pupils. The system can also generate reports such as student information and grades. It also has oral activity that can be use by the Administrator/Teacher to monitor the progression of the pupils in pronouncing letters and words. The system also provides a search engine where teacher can search particular record of the student. The system used an application which is Speech Application Programming Interface that recognizes voice. The system provides a feature that teaches the students how to pronounce the letter or word correctly. The system was evaluated by ten Administrator/ Teachers, five I.T Experts and twenty-five Grade One Pupils within the range of Very Acceptable which indicates that the system passed to the five criteria, the functionality, usability, reliability, performance and supportability.",CATHERINE A. CASTILLO
BSIT,N/A,STUDENT'S FILES AND APPLICATION PROGRAMS MANAGEMENT SYSTEM (SFAPMS),2008,"Today, computers played an important role most especially in the fields of education. Most schools have computer laboratories where the instructors or professors teach computer subjects and supervise the students in using computers. Several problems are encountered by the students within a session like in managing the files while the instructors met difficulties in restricting the use of different kinds of application programs. In line with these problems, the researcher developed a system entitled ""Student's Files and Application Programs Management System"". The main objective of this research project was to develop utility software that will answer the problems in the computer laboratory. The ""Student's Files and Application Programs Management System"" runs in peer-to-peer architecture. It has two applications, the system administrator's application and the student's application. The system administrator application mainly focuses on the management of student's computer while the students mainly focus in managing student's files. Respondents of different categories evaluated the system. Both the IT Expert/Instructors rated the system as Very Acceptable while the students from different year levels rated the system as Very Acceptable and got the overall evaluation of Very Acceptable.",NEIRRO C. ILAGAN
